"game_name","game_number","ticket_price","overall_odds_1_in","prize_amount","prize_breakdown","n_prizes","approx_odds_1_in","implied_probability","tolerance_pct","raw"
"LOADED LINES","1491",3,3.24,5,"£5",2653040,10,0.1,5,"£5      £5                                                   2,653,040                        10          +/- 5.00%"
"LOADED LINES","1491",3,3.24,6,"£6",171066,151,0.00662251655629139,5,"£6      £6                                                      171,066                      151          +/- 5.00%"
"LOADED LINES","1491",3,3.24,6,"£3                     MULT2",256735,100,0.01,5,"£6      £3                     MULT2                           256,735                     100            +/- 5.00%"
"LOADED LINES","1491",3,3.24,10,"£10",427907,60,0.0166666666666667,5,"£10      £10                                                     427,907                      60           +/- 5.00%"
"LOADED LINES","1491",3,3.24,10,"£5                     MULT2",427817,61,0.0163934426229508,5,"£10      £5                     MULT2                            427,817                       61          +/- 5.00%"
"LOADED LINES","1491",3,3.24,10,"£5 x 2",513642,50,0.02,5,"£10      £5 x 2                                                  513,642                      50           +/- 5.00%"
"LOADED LINES","1491",3,3.24,12,"£3 x 2                 MULT2",85598,300,0.00333333333333333,5,"£12      £3 x 2                 MULT2                             85,598                    300            +/- 5.00%"
"LOADED LINES","1491",3,3.24,12,"£6                     MULT2",85614,300,0.00333333333333333,5,"£12      £6                     MULT2                             85,614                    300            +/- 5.00%"
"LOADED LINES","1491",3,3.24,15,"£15",85452,301,0.00332225913621262,5,"£15      £15                                                      85,452                     301           +/- 5.00%"
"LOADED LINES","1491",3,3.24,15,"£3                     MULT5",85614,300,0.00333333333333333,5,"£15      £3                     MULT5                             85,614                    300            +/- 5.00%"
"LOADED LINES","1491",3,3.24,15,"£5                     MULT3",85452,301,0.00332225913621262,5,"£15      £5                     MULT3                             85,452                     301           +/- 5.00%"
"LOADED LINES","1491",3,3.24,20,"£20",85685,300,0.00333333333333333,5,"£20      £20                                                      85,685                    300            +/- 5.00%"
"LOADED LINES","1491",3,3.24,20,"(£3 x 5) + £5",85598,300,0.00333333333333333,5,"£20     (£3 x 5) + £5                                       85,598                    300            +/- 5.00%"
"LOADED LINES","1491",3,3.24,30,"£3 x 5                  MULT2",4097,6267,0.00015956598053295,5,"£30     £3 x 5                  MULT2                        4,097                  6,267            +/- 5.00%"
"LOADED LINES","1491",3,3.24,30,"£10                     MULT3",2039,12592,7.9415501905972e-05,5,"£30     £10                     MULT3                        2,039                 12,592            +/- 5.00%"
"LOADED LINES","1491",3,3.24,30,"£5 x 6",6517,3940,0.000253807106598985,5,"£30     £5 x 6                                                6,517                 3,940            +/- 5.00%"
"LOADED LINES","1491",3,3.24,50,"£50",4900,5240,0.000190839694656489,5,"£50     £50                                                  4,900                  5,240            +/- 5.00%"
"LOADED LINES","1491",3,3.24,50,"£10                     MULT5",5291,4853,0.000206058108386565,5,"£50     £10                     MULT5                         5,291                 4,853            +/- 5.00%"
"LOADED LINES","1491",3,3.24,50,"£5                      MULT10",5331,4817,0.000207598090097571,5,"£50     £5                      MULT10                        5,331                 4,817            +/- 5.00%"
"LOADED LINES","1491",3,3.24,50,"(£5 x 4) + (£15 x 2)",5707,4499,0.000222271615914648,5,"£50     (£5 x 4) + (£15 x 2)                                  5,707                 4,499            +/- 5.00%"
"LOADED LINES","1491",3,3.24,60,"£6 x 2                  MULT5",3061,8388,0.000119217930376729,5,"£60     £6 x 2                  MULT5                         3,061                8,388             +/- 5.00%"
"LOADED LINES","1491",3,3.24,60,"£20                     MULT3",3071,8361,0.000119602918311207,5,"£60     £20                     MULT3                         3,071                 8,361            +/- 5.00%"
"LOADED LINES","1491",3,3.24,100,"£100",414,62016,1.6124871001032e-05,5,"£100     £100                                                    414               62,016             +/- 5.00%"
"LOADED LINES","1491",3,3.24,100,"£50                     MULT2",407,63083,1.58521313190558e-05,5,"£100     £50                     MULT2                           407               63,083             +/- 5.00%"
"LOADED LINES","1491",3,3.24,100,"£20                     MULT5",416,61718,1.6202728539486e-05,5,"£100     £20                     MULT5                           416                61,718            +/- 5.00%"
"LOADED LINES","1491",3,3.24,100,"£10                     MULT10",408,62928,1.58911772184083e-05,5,"£100     £10                     MULT10                         408                62,928             +/- 5.00%"
"LOADED LINES","1491",3,3.24,100,"(£15 x 4) + (£20 x 2)",403,63709,1.56963694297509e-05,5,"£100     (£15 x 4) + (£20 x 2)                                   403               63,709             +/- 5.00%"
"LOADED LINES","1491",3,3.24,200,"£200",47,546265,1.83061334700191e-06,14.89,"£200      £200                                                     47              546,265            +/- 14.89%"
"LOADED LINES","1491",3,3.24,200,"(£15 x 4) + (£20 x 2)   MULT2",52,493739,2.02536157767565e-06,13.08,"£200      (£15 x 4) + (£20 x 2)   MULT2                            52              493,739            +/- 13.08%"
"LOADED LINES","1491",3,3.24,200,"(£5 x 4) + (£10 x 2)    MULT5",48,534884,1.86956424196648e-06,14.89,"£200      (£5 x 4) + (£10 x 2)    MULT5                            48             534,884             +/- 14.89%"
"LOADED LINES","1491",3,3.24,200,"£20                     MULT10",52,493739,2.02536157767565e-06,13.08,"£200      £20                     MULT10                           52              493,739            +/- 13.08%"
"LOADED LINES","1491",3,3.24,1000,"£1,000",5,5134884,1.94746366227553e-07,36.55,"£1,000     £1,000                                                    5            5,134,884            +/- 36.55%"
"LOADED LINES","1491",3,3.24,1000,"£100                    MULT10",5,5134884,1.94746366227553e-07,36.55,"£1,000     £100                    MULT10                            5            5,134,884            +/- 36.55%"
"LOADED LINES","1491",3,3.24,10000,"£10,000",5,5134884,1.94746366227553e-07,36.55,"£10,000       £10,000                                                   5            5,134,884            +/- 36.55%"
"LOADED LINES","1491",3,3.24,3e+05,"£300,000",5,5134884,1.94746366227553e-07,36.55,"£300,000       £300,000                                                  5            5,134,884            +/- 36.55%"
"£25,000,000 BONANZA!","1490",2,3.19,2,"£2",1148788,20,0.05,5,"£2    £2                                               1,148,788                     20               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,2,"£2 AUTOWIN",1148683,20,0.05,5,"£2    £2 AUTOWIN                                       1,148,683                     20               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,4,"£4",1148899,20,0.05,5,"£4    £4                                               1,148,899                     20               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,4,"£4 AUTOWIN",574412,40,0.025,5,"£4    £4 AUTOWIN                                          574,412                    40               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,4,"£2 AUTOWIN + £2",574351,40,0.025,5,"£4    £2 AUTOWIN + £2                                     574,351                    40               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,5,"£5",957396,24,0.0416666666666667,5,"£5    £5                                                 957,396                     24               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,5,"£5 AUTOWIN",995649,24,0.0416666666666667,5,"£5    £5 AUTOWIN                                        995,649                      24               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,7,"£7",191465,120,0.00833333333333333,5,"£7    £7                                                  191,465                   120               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,7,"£7 AUTOWIN",191465,120,0.00833333333333333,5,"£7    £7 AUTOWIN                                          191,465                   120               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,10,"£10",38255,601,0.00166389351081531,5,"£10    £10                                                 38,255                    601               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,10,"£10 AUTOWIN",38255,601,0.00166389351081531,5,"£10    £10 AUTOWIN                                         38,255                    601               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,10,"£2 x 5",76648,300,0.00333333333333333,5,"£10    £2 x 5                                               76,648                   300               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,10,"£4 AUTOWIN + (£2 x 3)",76560,301,0.00332225913621262,5,"£10    £4 AUTOWIN + (£2 x 3)                                76,560                   301               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,20,"£20",38282,601,0.00166389351081531,5,"£20    £20                                                 38,282                    601               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,40,"£40",1830,12556,7.96431984708506e-05,5,"£40    £40                                                   1,830                12,556               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,40,"£40 AUTOWIN",1825,12590,7.9428117553614e-05,5,"£40    £40 AUTOWIN                                            1,825               12,590               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,40,"(£2 x 6) + (£4 x 4) + £5 + £7 WINALL",1811,12687,7.88208402301568e-05,5,"£40    (£2 x 6) + (£4 x 4) + £5 + £7 WINALL                    1,811              12,687               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,40,"(£2 x 10) + (£10 x 2) WINALL",2175,10564,9.46611132146914e-05,5,"£40    (£2 x 10) + (£10 x 2) WINALL                           2,175               10,564               +/- 5%"
"£25,000,000 BONANZA!","1490",2,3.19,100,"£100",39,589124,1.69743551442481e-06,17.67,"£100    £100                                                      39              589,124           +/- 17.67%"
"£25,000,000 BONANZA!","1490",2,3.19,100,"(£4 x 10) + £20 + £40 WINALL",41,560386,1.78448426620222e-06,14.89,"£100    (£4 x 10) + £20 + £40 WINALL                               41            560,386           +/- 14.89%"
"£25,000,000 BONANZA!","1490",2,3.19,200,"(£10 x 4) + (£20 x 8) WINALL",5,4595160,2.17620278728053e-07,36.55,"£200      (£10 x 4) + (£20 x 8) WINALL                          5            4,595,160            +/- 36.55%"
"£25,000,000 BONANZA!","1490",2,3.19,200,"(£10 x 6) + (£20 x 5) + £40 WINALL",9,2552867,3.9171645056323e-07,36.55,"£200      (£10 x 6) + (£20 x 5) + £40 WINALL                    9            2,552,867            +/- 36.55%"
"£25,000,000 BONANZA!","1490",2,3.19,1000,"£1,000",5,4595160,2.17620278728053e-07,36.55,"£1,000     £1,000                                                5            4,595,160            +/- 36.55%"
"£25,000,000 BONANZA!","1490",2,3.19,50000,"£50,000",5,4595160,2.17620278728053e-07,36.55,"£50,000     £50,000                                               5            4,595,160            +/- 36.55%"
"3 IN 1","1516",5,3.09,5,"LINES £5",207195,34,0.0294117647058824,5,"£5      LINES £5                                         207,195                  34         +/- 5.00%"
"3 IN 1","1516",5,3.09,5,"BINGO £5",207234,34,0.0294117647058824,5,"£5      BINGO £5                                         207,234                  34         +/- 5.00%"
"3 IN 1","1516",5,3.09,5,"CASHWORD £5",207211,34,0.0294117647058824,5,"£5      CASHWORD £5                                       207,211                 34         +/- 5.00%"
"3 IN 1","1516",5,3.09,7,"LINES £7",575570,12,0.0833333333333333,5,"£7      LINES £7                                         575,570                   12        +/- 5.00%"
"3 IN 1","1516",5,3.09,10,"LINES £10",92104,75,0.0133333333333333,5,"£10      LINES £10                                          92,104                 75         +/- 5.00%"
"3 IN 1","1516",5,3.09,10,"BINGO £10",92077,76,0.0131578947368421,5,"£10      BINGO £10                                         92,077                  76         +/- 5.00%"
"3 IN 1","1516",5,3.09,10,"CASHWORD £10",92093,75,0.0133333333333333,5,"£10      CASHWORD £10                                      92,093                  75         +/- 5.00%"
"3 IN 1","1516",5,3.09,10,"LINES £5 + BINGO £5",115114,60,0.0166666666666667,5,"£10      LINES £5 + BINGO £5                                115,114                60         +/- 5.00%"
"3 IN 1","1516",5,3.09,10,"BINGO £5 + CASHWORD £5",115114,60,0.0166666666666667,5,"£10      BINGO £5 + CASHWORD £5                             115,114                60         +/- 5.00%"
"3 IN 1","1516",5,3.09,10,"LINES £5 + CASHWORD £5",115114,60,0.0166666666666667,5,"£10      LINES £5 + CASHWORD £5                             115,114                60         +/- 5.00%"
"3 IN 1","1516",5,3.09,15,"LINES £15",69068,100,0.01,5,"£15      LINES £15                                         69,068                 100         +/- 5.00%"
"3 IN 1","1516",5,3.09,15,"LINES £5 + BINGO £10",69067,100,0.01,5,"£15      LINES £5 + BINGO £10                              69,067                 100         +/- 5.00%"
"3 IN 1","1516",5,3.09,15,"LINES £10 + CASHWORD £5",69075,100,0.01,5,"£15      LINES £10 + CASHWORD £5                           69,075                   100         +/- 5.00%"
"3 IN 1","1516",5,3.09,20,"LINES £20",23010,301,0.00332225913621262,5,"£20      LINES £20                                         23,010                    301        +/- 5.00%"
"3 IN 1","1516",5,3.09,20,"BINGO £20",23029,300,0.00333333333333333,5,"£20      BINGO £20                                         23,029                   300         +/- 5.00%"
"3 IN 1","1516",5,3.09,20,"BINGO £10 + CASHWORD £10",23017,301,0.00332225913621262,5,"£20      BINGO £10 + CASHWORD £10                          23,017                    301        +/- 5.00%"
"3 IN 1","1516",5,3.09,25,"LINES £25",28270,245,0.00408163265306122,5,"£25      LINES £25                                         28,270                   245         +/- 5.00%"
"3 IN 1","1516",5,3.09,30,"LINES £30",2182,3166,0.000315855969677827,5,"£30      LINES £30                                          2,182                  3,166        +/- 5.00%"
"3 IN 1","1516",5,3.09,50,"LINES £50",1094,6314,0.000158378207158695,5,"£50      LINES £50                                          1,094                 6,314         +/- 5.00%"
"3 IN 1","1516",5,3.09,50,"BINGO £50",1096,6302,0.000158679784195493,5,"£50      BINGO £50                                          1,096                 6,302         +/- 5.00%"
"3 IN 1","1516",5,3.09,50,"CASHWORD £50",1100,6279,0.000159261028826246,5,"£50      CASHWORD £50                                       1,100                 6,279         +/- 5.00%"
"3 IN 1","1516",5,3.09,100,"LINES £100",38,181759,5.50179083291611e-06,17.67,"£100         LINES £100                                            38               181,759         +/- 17.67%"
"3 IN 1","1516",5,3.09,100,"BINGO £100",38,181759,5.50179083291611e-06,17.67,"£100         BINGO £100                                            38               181,759         +/- 17.67%"
"3 IN 1","1516",5,3.09,100,"CASHWORD £100",44,156974,6.37048173582886e-06,14.89,"£100         CASHWORD £100                                         44               156,974         +/- 14.89%"
"3 IN 1","1516",5,3.09,1000,"BINGO £1,000",1,6906840,1.44784011212074e-07,36.55,"£1,000         BINGO £1,000                                               1       6,906,840           +/- 36.55%"
"3 IN 1","1516",5,3.09,1000,"CASHWORD £1,000",2,3453420,2.89568022424148e-07,36.55,"£1,000         CASHWORD £1,000                                            2        3,453,420          +/- 36.55%"
"3 IN 1","1516",5,3.09,50000,"LINES £50,000",1,6906840,1.44784011212074e-07,36.55,"£50,000          LINES £50,000                                              1       6,906,840           +/- 36.55%"
"3 IN 1","1516",5,3.09,1e+06,"LINES £1,000,000",1,6906840,1.44784011212074e-07,36.55,"£1,000,000          LINES £1,000,000                                           1       6,906,840           +/- 36.55%"
"3 IN 1","1516",5,3.09,1e+06,"BINGO £1,000,000",1,6906840,1.44784011212074e-07,36.55,"£1,000,000          BINGO £1,000,000                                           1       6,906,840           +/- 36.55%"
"3 IN 1","1516",5,3.09,1e+06,"CASHWORD £1,000,000",1,6906840,1.44784011212074e-07,36.55,"£1,000,000          CASHWORD £1,000,000                                        1       6,906,840           +/- 36.55%"
"WIN £10, £100 OR £1 MILLION","1488",5,3.35,10,"£10",2698372,4,0.25,5,"£10      £10                                            2,698,372                  4              +/- 5.00%"
"WIN £10, £100 OR £1 MILLION","1488",5,3.35,100,"£100",16182,563,0.00177619893428064,5,"£100       £100                                               16,182               563              +/- 5.00%"
"WIN £10, £100 OR £1 MILLION","1488",5,3.35,1e+06,"£1,000,000",3,3031920,3.29824005910446e-07,36.55,"£1,000,000       £1,000,000                                              3         3,031,920             +/- 36.55%"
"4 WAYS TO WIN","1487",3,3.14,3,"£3",366907,30,0.0333333333333333,5,"£3   £3                                                 366,907                     30            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,3,"(1 x WALLET = £3)",917230,12,0.0833333333333333,5,"£3   (1 x WALLET = £3)                                  917,230                      12           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,5,"£5",366977,30,0.0333333333333333,5,"£5   £5                                                 366,977                     30            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,5,"(2 x WALLET = £5)",917255,12,0.0833333333333333,5,"£5   (2 x WALLET = £5)                                   917,255                     12           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,6,"£6",36732,300,0.00333333333333333,5,"£6   £6                                                   36,732                  300             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,6,"£3 + (1 x WALLET = £3)",36632,301,0.00332225913621262,5,"£6   £3 + (1 x WALLET = £3)                               36,632                   301            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,6,"£3 DOUBLE",36669,301,0.00332225913621262,5,"£6   £3 DOUBLE                                            36,669                   301            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,9,"£9",36711,300,0.00333333333333333,5,"£9   £9                                                    36,711                 300             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,9,"£3 TRIPLE",73364,151,0.00662251655629139,5,"£9   £3 TRIPLE                                            73,364                    151           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,10,"£10",73376,151,0.00662251655629139,5,"£10    £10                                                  73,376                    151           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,10,"£5 DOUBLE",146782,75,0.0133333333333333,5,"£10    £5 DOUBLE                                          146,782                      75           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,10,"(3 x WALLET = £10)",146744,76,0.0131578947368421,5,"£10    (3 x WALLET = £10)                                  146,744                     76           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,10,"£5 x 2",36632,301,0.00332225913621262,5,"£10    £5 x 2                                               36,632                   301            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,10,"£5 + (2 x WALLET = £5)",146719,76,0.0131578947368421,5,"£10    £5 + (2 x WALLET = £5)                              146,719                     76           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,15,"£5 TRIPLE",36732,300,0.00333333333333333,5,"£15   £5 TRIPLE                                            36,732                  300             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,15,"£5 DOUBLE + (2 x WALLET = £5)",36707,300,0.00333333333333333,5,"£15   £5 DOUBLE + (2 x WALLET = £5)                        36,707                  300             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,20,"£20",36669,301,0.00332225913621262,5,"£20    £20                                                  36,669                   301            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,20,"(4 x WALLET = £20)",36711,300,0.00333333333333333,5,"£20    (4 x WALLET = £20)                                    36,711                 300             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,40,"£20 DOUBLE",4407,2498,0.000400320256204964,5,"£40    £20 DOUBLE                                            4,407                2,498             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,40,"(£5 x 5) + £10 + (2 x WALLET = £5)",4366,2522,0.000396510705789056,5,"£40    (£5 x 5) + £10 + (2 x WALLET = £5)                    4,366                 2,522            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,40,"(£3 x 10) + (£5 x 2) WIN ALL",4527,2432,0.000411184210526316,5,"£40    (£3 x 10) + (£5 x 2) WIN ALL                          4,527                 2,432            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,50,"£50",789,13951,7.16794495018278e-05,5,"£50    £50                                                     789                13,951            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,50,"£10 DOUBLE + £10 + (4 x WALLET = £20)",784,14040,7.12250712250712e-05,5,"£50    £10 DOUBLE + £10 + (4 x WALLET = £20)                   784               14,040             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,50,"£20 DOUBLE + £10",691,15930,6.27746390458255e-05,5,"£50    £20 DOUBLE + £10                                        691               15,930             +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,50,"(£3 x 7) + (£5 x 4) + £9 WIN ALL",707,15569,6.42302010405293e-05,5,"£50    (£3 x 7) + (£5 x 4) + £9 WIN ALL                        707                15,569            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,50,"(£3 x 5) + (£5 x 7) WIN ALL",704,15636,6.39549756971092e-05,5,"£50    (£3 x 5) + (£5 x 7) WIN ALL                             704                15,636            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,50,"(£3 x 10) + (£10 x 2) WIN ALL",699,15747,6.35041595224487e-05,5,"£50    (£3 x 10) + (£10 x 2) WIN ALL                           699                 15,747           +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,60,"£20 TRIPLE",353,31182,3.20697838496569e-05,5,"£60     £20 TRIPLE                                              353                31,182            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,60,"£5 x 12 WIN ALL",347,31721,3.15248573500205e-05,5,"£60     £5 x 12 WIN ALL                                         347                31,721            +/- 5.00%"
"4 WAYS TO WIN","1487",3,3.14,100,"£100",82,134233,7.44973292707456e-06,10.03,"£100     £100                                                     82              134,233            +/- 10.03%"
"4 WAYS TO WIN","1487",3,3.14,100,"£10 TRIPLE + (£10 x 5) + (4 x WALLET = £20)",84,131037,7.63143234353656e-06,10.03,"£100     £10 TRIPLE + (£10 x 5) + (4 x WALLET = £20)              84               131,037           +/- 10.03%"
"4 WAYS TO WIN","1487",3,3.14,100,"(£5 x 4) + (£10 x 8) WIN ALL",84,131037,7.63143234353656e-06,10.03,"£100     (£5 x 4) + (£10 x 8) WIN ALL                             84               131,037           +/- 10.03%"
"4 WAYS TO WIN","1487",3,3.14,200,"£200",27,407669,2.45297042453559e-06,22.74,"£200     £200                                                     27              407,669            +/- 22.74%"
"4 WAYS TO WIN","1487",3,3.14,200,"£100 DOUBLE",27,407669,2.45297042453559e-06,22.74,"£200     £100 DOUBLE                                              27              407,669            +/- 22.74%"
"4 WAYS TO WIN","1487",3,3.14,1000,"£1,000",4,2751765,3.63403124903471e-07,36.55,"£1,000     £1,000                                                     4            2,751,765           +/- 36.55%"
"4 WAYS TO WIN","1487",3,3.14,1000,"£200 x 5",4,2751765,3.63403124903471e-07,36.55,"£1,000     £200 x 5                                                   4            2,751,765           +/- 36.55%"
"4 WAYS TO WIN","1487",3,3.14,3e+05,"£300,000",4,2751765,3.63403124903471e-07,36.55,"£300,000       £300,000                                                   4            2,751,765           +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,5,"£5",889637,10,0.1,5,"£5       £5                                             889,637                      10           +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,10,"£10",296457,28,0.0357142857142857,5,"£10       £10                                            296,457                     28            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,10,"£5 DOUBLER",296444,28,0.0357142857142857,5,"£10       £5 DOUBLER                                     296,444                     28            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,10,"£5 x 2",296530,28,0.0357142857142857,5,"£10       £5 x 2                                         296,530                     28            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,15,"£15",80871,100,0.01,5,"£15       £15                                              80,871                   100            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,15,"£5 TRIPLER",80888,100,0.01,5,"£15       £5 TRIPLER                                      80,888                    100            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,15,"£5 DOUBLER + £5",80811,101,0.0099009900990099,5,"£15       £5 DOUBLER + £5                                  80,811                    101           +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,15,"£5 x 3",80918,100,0.01,5,"£15       £5 x 3                                          80,918                    100            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,15,"£5 + £10",80837,101,0.0099009900990099,5,"£15       £5 + £10                                        80,837                     101           +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,20,"£20",26984,300,0.00333333333333333,5,"£20       £20                                             26,984                    300            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,20,"£5 x 4",134775,60,0.0166666666666667,5,"£20    £5 x 4                                          134,775                    60            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,50,"£50",2300,3516,0.000284414106939704,5,"£50    £50                                               2,300                 3,516            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,50,"£10 TRIPLER + (£5 x 4)",2801,2887,0.000346380325597506,5,"£50    £10 TRIPLER + (£5 x 4)                            2,801                2,887             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,50,"£5 x 10",3083,2623,0.000381242851696531,5,"£50    £5 x 10                                           3,083                2,623             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,50,"£10 x 5",2707,2988,0.000334672021419009,5,"£50    £10 x 5                                           2,707                2,988             +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,50,"(£15 x 2) + £20",2431,3327,0.000300571085061617,5,"£50    (£15 x 2) + £20                                   2,431                 3,327            +/- 5.00%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,100,"£100",126,64179,1.55814207139407e-05,8.91,"£100    £100                                                 126               64,179             +/- 8.91%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,100,"£50 DOUBLER",262,30865,3.23991576219018e-05,5.43,"£100    £50 DOUBLER                                         262               30,865             +/- 5.43%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,100,"£5 x 20",254,31837,3.14099946603009e-05,5.43,"£100     £5 x 20                                            254               31,837              +/- 5.43%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,200,"£200",21,385072,2.59691694020858e-06,22.74,"£200     £200                                                21              385,072             +/- 22.74%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,200,"£100 DOUBLER",21,385072,2.59691694020858e-06,22.74,"£200     £100 DOUBLER                                        21              385,072             +/- 22.74%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,200,"£5 DOUBLER + (£5 x 18) + (£50 x 2)",20,404325,2.47325789896742e-06,22.74,"£200     £5 DOUBLER + (£5 x 18) + (£50 x 2)                  20              404,325             +/- 22.74%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,1000,"£1,000",8,1010813,9.89302670226837e-07,36.55,"£1,000    £1,000                                                8             1,010,813           +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,5000,"£5,000",2,4043250,2.47325789896742e-07,36.55,"£5,000     £5,000                                                2           4,043,250             +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,50000,"£50,000",3,2695500,3.70988684845112e-07,36.55,"£50,000     £50,000                                               3           2,695,500             +/- 36.55%"
"£100,000 A MONTH FOR A YEAR","1499",5,3.35,1200000,"YEAR",3,2695500,3.70988684845112e-07,36.55,"£1,200,000     YEAR                                                  3           2,695,500             +/- 36.55%"
"£300,000 BIRTHDAY","1498",2,3.33,2,"£2",3102732,14,0.0714285714285714,5,"£2 £2                                             3,102,732                      14       +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,3,"£3",4136866,10,0.1,5,"£3 £3                                             4,136,866                      10       +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,5,"£5",2068596,20,0.05,5,"£5 £5                                            2,068,596                      20        +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,5,"£2 + £3",1861533,23,0.0434782608695652,5,"£5 £2 + £3                                        1,861,533                     23        +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,10,"£10",344776,120,0.00833333333333333,5,"£10 £10                                               344,776                    120        +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,10,"£5 x 2",413673,101,0.0099009900990099,5,"£10 £5 x 2                                             413,673                    101       +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,10,"£2 x 5",344752,120,0.00833333333333333,5,"£10 £2 x 5                                            344,752                    120        +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,15,"£15",69005,600,0.00166666666666667,5,"£15 £15                                               69,005                   600         +/- 5.00%"
"£300,000 BIRTHDAY","1498",2,3.33,30,"£30",27866,1485,0.000673400673400673,5,"£30 £30                                                 27,866                1,485         +/- 5.00%"
